code,name,manufacturer,itemType,ean,defaultCategory,categoryText,categoryText2,price,standardPrice,purchasePrice,currency,percentVat,maxDiscount,applyDiscountCoupon,applyLoyaltyDiscount,applyQuantityDiscount,applyVolumeDiscount,relativeMargin,absoluteMargin,variant_Sila_vrecusok_v_boxe_,stock,availabilityOutOfStock,availabilityInStock,productVisibility
VSG2,VUSE GO 700 GRAPE ICE,Vuse,product,8595682147843,Neviditelne produkty,Neviditelne produkty,,6.9,6.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
VSG3,VUSE GO 700 BERRY BLEND,Vuse,product,8595682147812,Neviditelne produkty,Neviditelne produkty,,6.9,6.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
VSG4,VUSE GO 700 WATERMELON ICE,Vuse,product,8595682147867,Neviditelne produkty,Neviditelne produkty,,6.9,6.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
VSG5,VUSE GO 700 BERRY WATERMELON,Vuse,product,8595682147829,Neviditelne produkty,Neviditelne produkty,,6.9,6.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
VSG6,VUSE GO 700 STRAWBERRY ICE,Vuse,product,8595682147850,Neviditelne produkty,Neviditelne produkty,,6.9,6.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
VSG7,VUSE GO 700 BLUEBERRY ICE,Vuse,product,8595682147836,Neviditelne produkty,Neviditelne produkty,,6.9,6.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
FP5,STRIPE SNOWFLAKES,Fedrs,product,5907761403482,Neviditelne produkty,Neviditelne produkty,,4.8,4.8,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,visible
FP6,STRIPE SPEED UP,Fedrs,product,5907761403529,Neviditelne produkty,Neviditelne produkty,,4.8,4.8,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,visible
NS5,NOIS MINT,Nois,product,4742024720026,Nikotinove vrecuska > NOIS,Nikotinove vrecuska > PODlA SILY > Slabe,Nikotinove vrecuska > NOIS,4.2,4.2,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
NS6,NOIS SPEARMINT,Nois,product,4742024720019,Nikotinove vrecuska > NOIS,Nikotinove vrecuska > PODlA SILY > Slabe,Nikotinove vrecuska > NOIS,4.2,4.2,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
EKC12,KURWA COLLECTION MR BLUE,Kurwa,product,4779053622052,E-cigarety > KURWA COLLECTION,E-cigarety > KURWA COLLECTION,,7.5,7.5,***,EUR,23,5,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
EKC13,KURWA COLLECTION STRAWBERRY ICE,Kurwa,product,4779053622076,Neviditelne produkty,Neviditelne produkty,,45937.0,45937.0,***,EUR,23,5,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
EKC14,KURWA COLLECTION KIWI PASSION FRUIT GUAVA,Kurwa,product,4779053622090,E-cigarety > KURWA COLLECTION,E-cigarety > KURWA COLLECTION,,7.5,7.5,***,EUR,23,5,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
EKC15,KURWA COLLECTION FIZZY CHERRY,Kurwa,product,4779053622113,E-cigarety > KURWA COLLECTION,E-cigarety > KURWA COLLECTION,,7.5,7.5,***,EUR,23,5,1,1,1,1,***,***,,0,Vypredane,Skladom,visible
EKC16,KURWA COLLECTION BLUEBERRY,Kurwa,product,4779053622038,E-cigarety > KURWA COLLECTION,E-cigarety > KURWA COLLECTION,,7.5,7.5,***,EUR,23,5,1,1,1,1,***,***,,1,Vypredane,Skladom,visible
KP4,KICKUP REAL WHITE ORIGINAL,KICKUP,product,7350047855884,Energy vrecuska > Kickup,Energy vrecuska > Kickup,,5.5,5.5,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,visible
KP5,KICKUP REAL WHITE SOFT MINT SLIM,KICKUP,product,7350047857192,Energy vrecuska > Kickup,Energy vrecuska > Kickup,,5.5,5.5,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,visible
GT1,GRITT FROST BIT,GRITT,product,5707294321914,Nikotinove vrecuska,Nikotinove vrecuska,Neviditelne produkty,4.9,4.9,***,EUR,23,3,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
GT2,GRITT CRISP ICE,GRITT,product,5707294321884,Nikotinove vrecuska,Nikotinove vrecuska > PODlA SILY > Slabe,Neviditelne produkty,4.9,4.9,***,EUR,23,3,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
TH7,THUNDER FROSTED,THUNDER,product,5704420058447,Nikotinove vrecuska > THUNDER,Nikotinove vrecuska > PODlA SILY > Slabe,Nikotinove vrecuska > THUNDER,4.99,4.99,***,EUR,23,3,1,1,1,1,***,***,,7,Vypredane,Skladom,visible
KC9,KURWA COLLECTION FROST ICE HARD,Kurwa,product,4779053622434,Nikotinove vrecuska > Kurwa,Nikotinove vrecuska > Kurwa,,4.6,4.6,***,EUR,23,,1,1,1,1,***,***,,15,Vypredane,Skladom,visible
KCL1,KURWA COCKTAIL STRAWBERRY MILK ICE,Kurwa,product,4779053621192,Neviditelne produkty,Neviditelne produkty,,7.29,7.29,***,EUR,23,4,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
KCL2,KURWA COCKTAIL PINA COLADA ICE,Kurwa,product,4779053621185,Neviditelne produkty,Neviditelne produkty,,7.29,7.29,***,EUR,23,4,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
KCL3,KURWA COCKTAIL PEACH ICE TEA,Kurwa,product,4779053621178,Neviditelne produkty,Neviditelne produkty,,7.29,7.29,***,EUR,23,4,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
KCL4,KURWA COCKTAIL MOJITO ICE,Kurwa,product,4779053621161,Neviditelne produkty,Neviditelne produkty,,7.29,7.29,***,EUR,23,4,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
KCL5,KURWA COCKTAIL MANGO STRAWBERRY ICE,Kurwa,product,4779053621154,Neviditelne produkty,Neviditelne produkty,,7.29,7.29,***,EUR,23,4,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
KCL6,KURWA COCKTAIL MANGO PINEAPPLE ICE,Kurwa,product,4779053621147,Neviditelne produkty,Neviditelne produkty,,7.29,7.29,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
KCL7,KURWA COCKTAIL LYCHEE STRAWBERRY ICE,Kurwa,product,4779053621130,Neviditelne produkty,Neviditelne produkty,,7.29,7.29,***,EUR,23,4,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
KCL8,KURWA COCKTAIL KIWI STRAWBERRY ICE,Kurwa,product,4779053621123,Neviditelne produkty,Neviditelne produkty,,7.29,7.29,***,EUR,23,4,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
KCL9,KURWA COCKTAIL COLA AND RUM ICE,Kurwa,product,4779053621116,Neviditelne produkty,Neviditelne produkty,,7.29,7.29,***,EUR,23,4,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
KCL10,KURWA COCKTAIL CACTUS APPLE ICE,Kurwa,product,4779053621109,Neviditelne produkty,Neviditelne produkty,,7.29,7.29,***,EUR,23,4,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
IG1,ICEBERG RASPBERRY GUM,ICEBERG,product,4750901248525,Neviditelne produkty 2 (Iceberg....),Neviditelne produkty 2 (Iceberg....),,5.5,5.5,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
IG2,ICEBERG CHERRY APRICOT GUM,ICEBERG,product,4750901238489,Neviditelne produkty 2 (Iceberg....),Neviditelne produkty 2 (Iceberg....),,5.5,5.5,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
IG3,ICEBERG KIWI STRAWBERRY,ICEBERG,product,4934356753357,Neviditelne produkty 2 (Iceberg....),Neviditelne produkty 2 (Iceberg....),,5.5,5.5,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
IG4,ICEBERG MANGO BANANA,ICEBERG,product,4923593783425,Neviditelne produkty 2 (Iceberg....),Neviditelne produkty 2 (Iceberg....),,5.5,5.5,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
IG5,ICEBERG COOL MINT,ICEBERG,product,3802334324169,Neviditelne produkty,Neviditelne produkty,,5.5,5.5,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
IG6,ICEBERG WATERMELON,ICEBERG,product,7323543542121,Neviditelne produkty 2 (Iceberg....),Neviditelne produkty 2 (Iceberg....),,5.5,5.5,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
IG7,ICEBERG BUBBLEGUM,ICEBERG,product,4698230422134,Neviditelne produkty 2 (Iceberg....),Neviditelne produkty 2 (Iceberg....),,5.5,5.5,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
IG8,ICEBERG COLA,ICEBERG,product,4694980654825,Neviditelne produkty 2 (Iceberg....),Neviditelne produkty 2 (Iceberg....),,5.5,5.5,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
IG9,ICEBERG ARASAKA,ICEBERG,product,4653575732553,Nikotinove vrecuska > Iceberg,Nikotinove vrecuska > PODlA SILY > Stredne silne,Nikotinove vrecuska > Iceberg,5.5,5.5,***,EUR,23,,1,1,1,1,***,***,,12,Vypredane,Skladom,visible
IG10,ICEBERG ENERGY,ICEBERG,product,4664580654808,Neviditelne produkty 2 (Iceberg....),Neviditelne produkty 2 (Iceberg....),,5.5,5.5,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
KL19,KILLA GOLD FREEZE,Killa,product,5744000762012,Neviditelne produkty,Neviditelne produkty,,3.9,3.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
IG11,ICEBERG EMERALD,ICEBERG,product,4245342412135,Nikotinove vrecuska > Iceberg,Nikotinove vrecuska > PODlA SILY > Najsilnejsie,Nikotinove vrecuska > Iceberg,5.5,5.5,***,EUR,23,,1,1,1,1,***,***,,22,Vypredane,Skladom,visible
IG12,ICEBERG DRAGON FIRE,ICEBERG,product,4245342412111,Neviditelne produkty 2 (Iceberg....),Neviditelne produkty 2 (Iceberg....),,5.5,5.5,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
IG13,ICEBERG WATERMELON MINT GUM,ICEBERG,product,4751901249529,Nikotinove vrecuska > Iceberg,Nikotinove vrecuska > PODlA SILY > Najsilnejsie,Nikotinove vrecuska > Iceberg,5.5,5.5,***,EUR,23,,1,1,1,1,***,***,,15,Vypredane,Skladom,visible
VY1,V&YOU BOOST GRAPE SODA,V&YOU,product,5060945241741,Neviditelne produkty,Neviditelne produkty,,5.2,5.2,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,visible
NC1,NICCOS Mint,Niccos,product,8588008436066,Nikotinove vrecuska > NICCOS,Nikotinove vrecuska > PODlA SILY > Stredne silne,Nikotinove vrecuska > NICCOS,4.2,4.2,***,EUR,23,,1,1,1,1,***,***,,13,Vypredane,Skladom,visible
NC3,NICCOS Watermelon,Niccos,product,8588008436356,Nikotinove vrecuska > NICCOS,Nikotinove vrecuska > PODlA SILY > Stredne silne,Nikotinove vrecuska > NICCOS,4.2,4.2,***,EUR,23,,1,1,1,1,***,***,,9,Vypredane,Skladom,visible
VY2,V&YOU BOOST INTENSE MINT,V&YOU,product,5060945241628,Neviditelne produkty,Neviditelne produkty,,5.2,5.2,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,visible
NC2,NICCOS Blueberry,Niccos,product,8588008436073,Nikotinove vrecuska > NICCOS,Nikotinove vrecuska > PODlA SILY > Stredne silne,Nikotinove vrecuska > NICCOS,4.2,4.2,***,EUR,23,,1,1,1,1,***,***,,13,Vypredane,Skladom,visible
VY3,V&YOU BOOST COOL BERRY,V&YOU,product,5060772651058,Neviditelne produkty,Neviditelne produkty,,5.2,5.2,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,visible
NC4,NICCOS Cola,Niccos,product,8588008436127,Nikotinove vrecuska > NICCOS,Nikotinove vrecuska > PODlA SILY > Stredne silne,Nikotinove vrecuska > NICCOS,4.2,4.2,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,visible
IG14,ICEBERG WILD BERRIES,ICEBERG,product,4694950654824,Neviditelne produkty 2 (Iceberg....),Neviditelne produkty 2 (Iceberg....),,5.5,5.5,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
IG15,ICEBERG GRAPE,ICEBERG,product,4603544001128,Neviditelne produkty 2 (Iceberg....),Neviditelne produkty 2 (Iceberg....),,5.5,5.5,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
VKE1,VIKA RAVE BLUEBERRY ICE,Vika,product,7350120030344,Energy vrecuska > Vika Rave,Energy vrecuska > Vika Rave,,4.0,4.0,***,EUR,23,,1,1,1,1,***,***,,11,Vypredane,Skladom,visible
VKE2,VIKA RAVE JUICY LEMON,Vika,product,7350120030283,Energy vrecuska > Vika Rave,Energy vrecuska > Vika Rave,,4.0,4.0,***,EUR,23,,1,1,1,1,***,***,,18,Vypredane,Skladom,visible
VKE3,VIKA RAVE CHERRY BERRY,Vika,product,7350120030313,Energy vrecuska > Vika Rave,Energy vrecuska > Vika Rave,,4.0,4.0,***,EUR,23,,1,1,1,1,***,***,,16,Vypredane,Skladom,visible
ED1,EDEL COLD,EDEL,product,7649995245701,Nikotinove vrecuska > EDEL,Nikotinove vrecuska > PODlA SILY > Stredne silne,Nikotinove vrecuska > EDEL,4.5,4.5,***,EUR,23,,1,1,1,1,***,***,,12,Vypredane,Skladom,visible
ED2,EDEL ONYX,EDEL,product,7649995245640,Nikotinove vrecuska > EDEL,Nikotinove vrecuska > PODlA SILY > Najsilnejsie,Nikotinove vrecuska > EDEL,4.5,4.5,***,EUR,23,,1,1,1,1,***,***,,8,Vypredane,Skladom,visible
ED3,EDEL BERRY ICE,EDEL,product,7649995245978,Nikotinove vrecuska > EDEL,Nikotinove vrecuska > PODlA SILY > Stredne silne,Nikotinove vrecuska > EDEL,4.5,4.5,***,EUR,23,,1,1,1,1,***,***,,6,Vypredane,Skladom,visible
ED4,EDEL CITRUS,EDEL,product,7649995245695,Nikotinove vrecuska > EDEL,Nikotinove vrecuska > PODlA SILY > Stredne silne,Nikotinove vrecuska > EDEL,4.5,4.5,***,EUR,23,,1,1,1,1,***,***,,8,Vypredane,Skladom,visible
ED5,EDEL MELON,EDEL,product,7649995245688,Nikotinove vrecuska > EDEL,Nikotinove vrecuska > PODlA SILY > Stredne silne,Nikotinove vrecuska > EDEL,4.5,4.5,***,EUR,23,,1,1,1,1,***,***,,8,Vypredane,Skladom,visible
ED6,EDEL MINT,EDEL,product,7649995245664,Nikotinove vrecuska > EDEL,Nikotinove vrecuska > PODlA SILY > Stredne silne,Nikotinove vrecuska > EDEL,4.5,4.5,***,EUR,23,,1,1,1,1,***,***,,16,Vypredane,Skladom,visible
VE1,VEO™ FRESCO CLICK,VEO™,product,,GLO ™ > VEO™ - náplne,GLO ™ >> VEO™ - náplne,,3.7,3.7,***,EUR,23,1,1,1,1,1,***,***,,1,Vypredane,Skladom,visible
VE2,VEO™ ARTIC CLICK,VEO™,product,,GLO ™ > VEO™ - náplne,GLO ™ >> VEO™ - náplne,,3.7,3.7,***,EUR,23,1,1,1,1,1,***,***,,0,Vypredane,Skladom,visible
VE3,VEO™ PURPLE CLICK,VEO™,product,,GLO ™ > VEO™ - náplne,GLO ™ >> VEO™ - náplne,,3.7,3.7,***,EUR,23,1,1,1,1,1,***,***,,0,Vypredane,Skladom,visible
VE4,VEO™ SUNSET CLICK,VEO™,product,,GLO ™ > VEO™ - náplne,GLO ™ >> VEO™ - náplne,,3.7,3.7,***,EUR,23,1,1,1,1,1,***,***,,7,Vypredane,Skladom,visible
VIR1,VOOM IRIS MINI MIX BERRY,Voom,product,735745549186,E-cigarety > VOOM,E-cigarety > VOOM,,7.0,7.0,***,EUR,23,,1,1,1,1,***,***,,6,Vypredane,Skladom,visible
VIR2,VOOM IRIS MINI TRIPPLE MELON,Voom,product,735745549216,E-cigarety > VOOM,E-cigarety > VOOM > 20 mg/ml,,7.0,7.0,***,EUR,23,,1,1,1,1,***,***,,5,Vypredane,Skladom,visible
VIR3,VOOM IRIS MINI STRAWBERRY KIWI,Voom,product,735745549209,E-cigarety > VOOM,E-cigarety > VOOM > 20 mg/ml,,7.0,7.0,***,EUR,23,,1,1,1,1,***,***,,10,Vypredane,Skladom,visible
IG16,ICEBERG BLACK,ICEBERG,product,4643481467922,Nikotinove vrecuska > Iceberg,Nikotinove vrecuska > PODlA SILY > Najsilnejsie,Nikotinove vrecuska > Iceberg,5.5,5.5,***,EUR,23,,1,1,1,1,***,***,,12,Vypredane,Skladom,visible
NS7,NOIS EXTREME BLUEBERRY,Nois,product,4742024720217,Nikotinove vrecuska > NOIS,Nikotinove vrecuska > PODlA SILY > Najsilnejsie,Nikotinove vrecuska > NOIS,4.2,4.2,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
CB8,CUBA BLACK CHERRY,CUBA,product,5904316128197,Nikotinove vrecuska > CUBA,Nikotinove vrecuska > PODlA SILY > Najsilnejsie,Nikotinove vrecuska > CUBA,4.99,4.99,***,EUR,23,,1,1,1,1,***,***,,150,Vypredane,Skladom,visible
VEL1,VELO BRIGHT SPEARMINT 2 DOTS,Velo,product,8595682141148,Nikotinove vrecuska > Velo ™,Nikotinove vrecuska > PODlA SILY > Slabe,Nikotinove vrecuska > Velo ™,5.5,5.5,***,EUR,23,3,1,1,1,1,***,***,,11,Vypredane,Skladom,visible
VEL2,VELO FREEZING PEPPERMINT 4 DOTS,Velo,product,8595682141186,Nikotinove vrecuska > Velo ™,Nikotinove vrecuska > PODlA SILY > Stredne silne,Nikotinove vrecuska > Velo ™,5.5,5.5,***,EUR,23,3,1,1,1,1,***,***,,20,Vypredane,Skladom,visible
VEL3,VELO FREEZING PEPPERMINT 5 DOTS,Velo,product,8595682141230,Nikotinove vrecuska > Velo ™,Nikotinove vrecuska > PODlA SILY > Stredne silne,Nikotinove vrecuska > Velo ™,5.5,5.5,***,EUR,23,3,1,1,1,1,***,***,,13,Vypredane,Skladom,visible
VEL4,VELO FREEZING PEPPERMINT 6 DOTS,Velo,product,8595682141247,Nikotinove vrecuska > Velo ™,Nikotinove vrecuska > PODlA SILY > Stredne silne,Nikotinove vrecuska > Velo ™,5.5,5.5,***,EUR,23,3,1,1,1,1,***,***,,11,Vypredane,Skladom,visible
VEL5,VELO PEPPERMINT STORM 6 DOTS,Velo,product,8595682141353,Nikotinove vrecuska > Velo ™,Nikotinove vrecuska > PODlA SILY > Stredne silne,Nikotinove vrecuska > Velo ™,5.5,5.5,***,EUR,23,3,1,1,1,1,***,***,,0,Vypredane,Skladom,visible
VEL6,VELO PEPPERMINT STORM 5 DOTS,Velo,product,8595682141216,Nikotinove vrecuska > Velo ™,Nikotinove vrecuska > PODlA SILY > Stredne silne,Nikotinove vrecuska > Velo ™,5.5,5.5,***,EUR,23,3,1,1,1,1,***,***,,13,Vypredane,Skladom,visible
VEL7,VELO EUCALYPTUS STORM 5 DOTS,Velo,product,8595682141360,Nikotinove vrecuska > Velo ™,Nikotinove vrecuska > PODlA SILY > Stredne silne,Nikotinove vrecuska > Velo ™,5.5,5.5,***,EUR,23,3,1,1,1,1,***,***,,12,Vypredane,Skladom,visible
VEL8,VELO TROPICAL MANGO 4 DOTS,Velo,product,8595682141193,Nikotinove vrecuska > Velo ™,Nikotinove vrecuska > PODlA SILY > Stredne silne,Nikotinove vrecuska > Velo ™,5.5,5.5,***,EUR,23,3,1,1,1,1,***,***,,13,Vypredane,Skladom,visible
VEL9,VELO PURPLE GRAPE 4 DOTS,Velo,product,8595682141209,Nikotinove vrecuska > Velo ™,Nikotinove vrecuska > PODlA SILY > Stredne silne,Nikotinove vrecuska > Velo ™,5.5,5.5,***,EUR,23,3,1,1,1,1,***,***,,9,Vypredane,Skladom,visible
VEL10,VELO CRISPY PEPPERMINT 3 DOTS,Velo,product,8595682141162,Nikotinove vrecuska > Velo ™,Nikotinove vrecuska > PODlA SILY > Stredne silne,Nikotinove vrecuska > Velo ™,5.5,5.5,***,EUR,23,3,1,1,1,1,***,***,,8,Vypredane,Skladom,visible
VK4,VIKA CHAMP,Vika,product,7350120030221,Nikotinove vrecuska > VIKA,Nikotinove vrecuska > PODlA SILY > Stredne silne,Nikotinove vrecuska > VIKA,4.2,4.2,***,EUR,23,,1,1,1,1,***,***,,6,Vypredane,Skladom,visible
ZP5,Odroda konope Harlequin CBD,,product,,Neviditelne produkty,Neviditelne produkty,,6.3,6.3,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,visible
ZP6,Odroda konope Orange Bud CBD,,product,,Neviditelne produkty,Neviditelne produkty,,6.3,6.3,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,visible
ZP7,Odroda konope Pineapple CBD,,product,,Neviditelne produkty,Neviditelne produkty,,6.3,6.3,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,visible
ZP8,Odroda konope Super Lemon Haze CBD,,product,,Neviditelne produkty,Neviditelne produkty,,6.3,6.3,***,EUR,23,,1,1,1,1,***,***,,0,,,visible
IZ01,IZY VAPE PRO APPLE,IZY VAPE,product,,Neviditelne produkty,Neviditelne produkty,,8.9,8.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
IZ02,IZY VAPE PRO BANANA,IZY VAPE,product,,Neviditelne produkty,Neviditelne produkty,,8.9,8.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
IZ03,IZY VAPE PRO BERRIES,IZY VAPE,product,8588009819899,Neviditelne produkty,Neviditelne produkty,,8.9,8.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
IZ04,IZY VAPE PRO BLUEBERRY,IZY VAPE,product,,Neviditelne produkty,Neviditelne produkty,,8.9,8.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
IZ05,IZY VAPE PRO BUBBLEGUM,IZY VAPE,product,,Neviditelne produkty,Neviditelne produkty,,8.9,8.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
IZ06,IZY VAPE ONE BLUEBRRY ICE,IZY VAPE,product,8588009231967,Neviditelne produkty,Neviditelne produkty,,7.9,7.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
IZ07,IZY VAPE PRO CAPPUCCINO,IZY VAPE,product,8588009820239,Neviditelne produkty,Neviditelne produkty,,8.9,8.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
IZ08,IZY VAPE PRO COLA,IZY VAPE,product,,Neviditelne produkty,Neviditelne produkty,,8.9,8.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
IZ09,IZY VAPE PRO LEMON,IZY VAPE,product,,Neviditelne produkty,Neviditelne produkty,,8.9,8.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
IZ10,IZY VAPE PRO MINT,IZY VAPE,product,8588009819998,Neviditelne produkty,Neviditelne produkty,,8.9,8.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
IZ11,IZY VAPE PRO PEACH,IZY VAPE,product,8588009819981,Neviditelne produkty,Neviditelne produkty,,8.9,8.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
IZ12,IZY VAPE PRO PINEAPPLE,IZY VAPE,product,8588009819936,Neviditelne produkty,Neviditelne produkty,,8.9,8.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
IZ13,IZY VAPE PRO STRAWBERRY,IZY VAPE,product,8588009819905,Neviditelne produkty,Neviditelne produkty,,8.9,8.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
IZ14,IZY VAPE PRO GRAPE,IZY VAPE,product,8588009819912,Neviditelne produkty,Neviditelne produkty,,8.9,8.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
IZ15,IZY VAPE ONE APPLE ICE,IZY VAPE,product,8588009231820,Neviditelne produkty,Neviditelne produkty,,7.9,7.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
IZ16,IZY VAPE ONE COLA ICE,IZY VAPE,product,8588009231943,Neviditelne produkty,Neviditelne produkty,,7.9,7.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
IZ17,IZY VAPE ONE BERRY MIX,IZY VAPE,product,8588009231783,Neviditelne produkty,Neviditelne produkty,,7.9,7.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
IZ18,IZY VAPE ONE MINT,IZY VAPE,product,8588009295068,Neviditelne produkty,Neviditelne produkty,,7.9,7.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
IZ19,IZY VAPE ONE WATERMELON ICE,IZY VAPE,product,8588009231868,Neviditelne produkty,Neviditelne produkty,,7.9,7.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
IZ20,IZY VAPE ONE GRAPE ICE,IZY VAPE,product,8588009231844,Neviditelne produkty,Neviditelne produkty,,7.9,7.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
IZ21,IZY VAPE ONE LEMON ICE,IZY VAPE,product,8588009295006,Neviditelne produkty,Neviditelne produkty,,7.9,7.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
IZ22,IZY VAPE ONE BUBBLEGUM,IZY VAPE,product,8588009295044,Neviditelne produkty,Neviditelne produkty,,7.9,7.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
IZ23,IZY VAPE ONE MANGO ICE,IZY VAPE,product,8588009231929,Neviditelne produkty,Neviditelne produkty,,7.9,7.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
IZ24,IZY VAPE ONE PEACH ICE,IZY VAPE,product,8588009231882,Neviditelne produkty,Neviditelne produkty,,7.9,7.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
IZ25,IZY VAPE ONE PINEAPPLE ICE,IZY VAPE,product,8588009231905,Neviditelne produkty,Neviditelne produkty,,7.9,7.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
IZ26,IZY VAPE ONE ORANGE ICE,IZY VAPE,product,8588009295082,Neviditelne produkty,Neviditelne produkty,,7.9,7.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
IZ27,IZY VAPE ONE STRAWBERRY ICE,IZY VAPE,product,8588009231806,Neviditelne produkty,Neviditelne produkty,,7.9,7.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
IZ28,IZY VAPE PRO MANGO,IZY VAPE,product,8588009819943,Neviditelne produkty,Neviditelne produkty,,8.9,8.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
IZ29,IZY VAPE ONE CLASSIC TOBACCO,IZY VAPE,product,,Neviditelne produkty,Neviditelne produkty,,7.9,7.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
